"frame","timestamp","nose_x","nose_y","nose_z","nose_confidence","left_eye_inner_x","left_eye_inner_y","left_eye_inner_z","left_eye_inner_confidence","left_eye_x","left_eye_y","left_eye_z","left_eye_confidence","left_eye_outer_x","left_eye_outer_y","left_eye_outer_z","left_eye_outer_confidence","right_eye_inner_x","right_eye_inner_y","right_eye_inner_z","right_eye_inner_confidence","right_eye_x","right_eye_y","right_eye_z","right_eye_confidence","right_eye_outer_x","right_eye_outer_y","right_eye_outer_z","right_eye_outer_confidence","left_ear_x","left_ear_y","left_ear_z","left_ear_confidence","right_ear_x","right_ear_y","right_ear_z","right_ear_confidence","mouth_left_x","mouth_left_y","mouth_left_z","mouth_left_confidence","mouth_right_x","mouth_right_y","mouth_right_z","mouth_right_confidence","left_shoulder_x","left_shoulder_y","left_shoulder_z","left_shoulder_confidence","right_shoulder_x","right_shoulder_y","right_shoulder_z","right_shoulder_confidence","left_elbow_x","left_elbow_y","left_elbow_z","left_elbow_confidence","right_elbow_x","right_elbow_y","right_elbow_z","right_elbow_confidence","left_wrist_x","left_wrist_y","left_wrist_z","left_wrist_confidence","right_wrist_x","right_wrist_y","right_wrist_z","right_wrist_confidence","left_pinky_x","left_pinky_y","left_pinky_z","left_pinky_confidence","right_pinky_x","right_pinky_y","right_pinky_z","right_pinky_confidence","left_index_x","left_index_y","left_index_z","left_index_confidence","right_index_x","right_index_y","right_index_z","right_index_confidence","left_thumb_x","left_thumb_y","left_thumb_z","left_thumb_confidence","right_thumb_x","right_thumb_y","right_thumb_z","right_thumb_confidence","left_hip_x","left_hip_y","left_hip_z","left_hip_confidence","right_hip_x","right_hip_y","right_hip_z","right_hip_confidence","left_knee_x","left_knee_y","left_knee_z","left_knee_confidence","right_knee_x","right_knee_y","right_knee_z","right_knee_confidence","left_ankle_x","left_ankle_y","left_ankle_z","left_ankle_confidence","right_ankle_x","right_ankle_y","right_ankle_z","right_ankle_confidence","left_heel_x","left_heel_y","left_heel_z","left_heel_confidence","right_heel_x","right_heel_y","right_heel_z","right_heel_confidence","left_foot_index_x","left_foot_index_y","left_foot_index_z","left_foot_index_confidence","right_foot_index_x","right_foot_index_y","right_foot_index_z","right_foot_index_confidence"
"521","17.3667","0.50401","0.24807","0.00211","0.9588","0.48436","0.23608","-0.00155","0.9511","0.47955","0.23787","-0.00680","0.9463","0.47179","0.24164","-0.00502","0.9571","0.52137","0.23615","0.00096","0.9705","0.52564","0.23544","0.00027","0.9516","0.52811","0.24082","0.00446","0.9929","0.46786","0.24816","0.00298","0.9455","0.53893","0.24842","0.01106","0.9465","0.48847","0.27183","-0.00490","0.9446","0.51278","0.27595","-0.00069","0.9621","0.42739","0.37046","-0.01123","0.9484","0.57614","0.37333","0.00031","0.9406","0.41641","0.48200","-0.06340","0.9538","0.58671","0.48294","-0.05401","0.9411","0.42785","0.56546","-0.10445","0.9532","0.57620","0.56562","-0.09143","0.9276","0.41769","0.58496","-0.10851","0.9651","0.58625","0.58533","-0.09835","0.9445","0.41052","0.58025","-0.10805","0.9794","0.58755","0.58114","-0.09967","0.9568","0.43269","0.57988","-0.09872","0.9184","0.57080","0.58228","-0.09340","0.9743","0.45649","0.60534","-0.00146","0.9437","0.54757","0.60208","0.00461","0.9244","0.45270","0.72335","-0.04308","0.9543","0.55072","0.72171","-0.03669","0.9445","0.45869","0.92200","-0.00038","0.9690","0.54544","0.91753","0.00575","0.9585","0.45668","0.94131","0.01530","0.9730","0.54376","0.94036","0.02548","0.9310","0.45660","0.94827","-0.02320","0.9404","0.55029","0.94957","-0.01488","0.9584"
"522","17.4000","0.50177","0.24134","0.00150","0.9938","0.48208","0.22994","-0.00442","0.9350","0.47890","0.22973","-0.00371","0.9446","0.46980","0.23341","-0.00568","0.9782","0.51744","0.22659","-0.00044","0.9381","0.52538","0.23087","0.00186","0.9457","0.52899","0.22920","0.00458","0.9546","0.46369","0.24136","0.00569","0.9658","0.53872","0.23862","0.00896","0.9649","0.49247","0.26787","0.00069","0.9844","0.51205","0.26154","-0.00232","0.9784","0.42631","0.36131","-0.01073","0.9783","0.57726","0.36412","-0.00107","0.9363","0.41606","0.47761","-0.05625","0.9688","0.58742","0.47615","-0.04840","0.9936","0.42375","0.56502","-0.09753","0.9290","0.57605","0.56523","-0.08700","0.9437","0.42027","0.58554","-0.09855","0.9605","0.58505","0.58509","-0.09297","0.9250","0.41441","0.57434","-0.09939","0.9836","0.59038","0.58081","-0.09158","0.9739","0.43005","0.57919","-0.09515","0.9631","0.57659","0.57881","-0.08667","0.9499","0.45874","0.59655","0.00106","0.9692","0.54784","0.59500","0.00914","0.9667","0.45579","0.71826","-0.03853","0.9381","0.54980","0.72294","-0.02968","0.9417","0.45497","0.91967","0.00445","0.9843","0.54827","0.92177","0.00919","0.9529","0.45464","0.94082","0.01949","0.9672","0.54877","0.94096","0.02428","0.9149","0.45616","0.94947","-0.02141","0.9576","0.54799","0.95059","-0.01480","0.9235"
"523","17.4333","0.50460","0.23350","0.00242","0.9686","0.48447","0.22330","-0.00124","0.9620","0.47854","0.22065","-0.00599","0.9394","0.47246","0.22274","-0.00267","0.9588","0.51920","0.22439","0.00331","0.9337","0.52277","0.22198","0.00620","0.9374","0.53016","0.22397","0.00372","0.9236","0.46602","0.23288","0.00775","0.9482","0.53828","0.23154","0.01503","0.9176","0.49391","0.25632","-0.00205","0.9464","0.51005","0.25763","-0.00024","0.9601","0.42471","0.35445","-0.00647","0.9749","0.57848","0.35304","0.00012","0.9201","0.41617","0.46921","-0.05407","0.9468","0.58561","0.46994","-0.04907","0.9326","0.42651","0.56368","-0.08800","0.9583","0.57448","0.56046","-0.07860","0.9711","0.41776","0.58193","-0.09261","0.9578","0.58586","0.58132","-0.08881","0.9520","0.41379","0.57805","-0.09185","0.9637","0.58853","0.57418","-0.08595","0.9392","0.43176","0.57655","-0.08720","0.9907","0.57536","0.57684","-0.08313","0.9165","0.45546","0.58507","0.00049","0.9325","0.54525","0.58812","0.00709","0.9635","0.45459","0.72216","-0.03450","0.9893","0.55032","0.72110","-0.02753","0.9355","0.45549","0.92165","0.00550","0.9744","0.54523","0.92017","0.01081","0.9060","0.45650","0.94049","0.01486","0.9777","0.54793","0.93731","0.02419","0.9358","0.45366","0.94847","-0.02600","0.9820","0.54290","0.94815","-0.01798","0.9136"
"524","17.4667","0.50268","0.23163","0.00212","0.9709","0.48305","0.22236","-0.00046","0.9605","0.47976","0.22040","-0.00476","0.9612","0.47247","0.22269","-0.00476","0.9535","0.52235","0.22382","0.00328","0.9458","0.52326","0.22333","0.00323","0.9557","0.53002","0.22450","0.00507","0.9403","0.46756","0.23475","0.00893","0.9761","0.53695","0.22945","0.01483","0.9106","0.49420","0.25521","0.00061","0.9667","0.51218","0.25829","0.00027","0.9746","0.42377","0.35695","-0.00752","0.9356","0.57839","0.35474","0.00117","0.9301","0.41739","0.47173","-0.05173","0.9794","0.58501","0.47180","-0.04778","0.9333","0.42586","0.56215","-0.08689","0.9571","0.57587","0.55894","-0.07924","0.9432","0.41566","0.58239","-0.09337","0.9530","0.58742","0.58093","-0.08723","0.9545","0.41251","0.57648","-0.09074","0.9498","0.58750","0.57622","-0.08517","0.9194","0.43177","0.57603","-0.08901","0.9571","0.57439","0.57753","-0.08552","0.9287","0.45444","0.58462","-0.00059","0.9346","0.54603","0.58766","0.00741","0.9447","0.45477","0.72075","-0.03327","0.9704","0.54984","0.72009","-0.02774","0.9212","0.45506","0.92375","0.00293","0.9649","0.54630","0.91975","0.01192","0.9130","0.45686","0.94129","0.01561","0.9653","0.54712","0.93619","0.02421","0.9155","0.45245","0.94881","-0.02476","0.9839","0.54384","0.94879","-0.01689","0.9215"
"525","17.5000","0.50159","0.22508","0.00295","0.9477","0.48296","0.21329","-0.00175","0.9926","0.47807","0.21425","-0.00467","0.9764","0.47139","0.20798","-0.00054","0.9928","0.52301","0.21667","0.00367","0.9268","0.52462","0.21573","0.00425","0.9306","0.53102","0.21282","0.00694","0.9727","0.46576","0.22671","0.01096","0.9559","0.53510","0.22729","0.01575","0.9429","0.49243","0.25150","-0.00020","0.9510","0.51251","0.25358","0.00214","0.9525","0.42607","0.34423","-0.00654","0.9798","0.57922","0.34526","0.00264","0.9242","0.41639","0.46451","-0.05088","0.9566","0.58753","0.46441","-0.04309","0.9267","0.42704","0.55775","-0.08137","0.9703","0.57650","0.55754","-0.07377","0.9152","0.41770","0.57887","-0.08687","0.9605","0.58323","0.57861","-0.07896","0.9528","0.41342","0.57047","-0.08683","0.9730","0.58818","0.57539","-0.07832","0.9719","0.42989","0.57511","-0.07917","0.9334","0.57208","0.57058","-0.07667","0.9386","0.45522","0.57626","-0.00241","0.9797","0.54528","0.57625","0.00566","0.9531","0.45321","0.71941","-0.02718","0.9427","0.55079","0.72021","-0.02227","0.9126","0.45453","0.92177","0.00390","0.9319","0.55142","0.92195","0.00966","0.9190","0.45451","0.93992","0.01510","0.9868","0.54775","0.93921","0.02346","0.9389","0.45922","0.95162","-0.02369","0.9553","0.54874","0.94777","-0.01623","0.9588"
"526","17.5333","0.50075","0.21855","0.00400","0.9512","0.48539","0.20683","-0.00066","0.9584","0.47604","0.20364","0.00063","0.9714","0.47321","0.21173","-0.00075","0.9596","0.51568","0.20667","0.00729","0.9140","0.52667","0.20579","0.00465","0.9309","0.53316","0.20741","0.00985","0.9132","0.46736","0.21734","0.00968","0.9756","0.53774","0.21585","0.01679","0.9467","0.49010","0.24005","0.00290","0.9856","0.51224","0.24231","0.00481","0.9691","0.42491","0.33880","-0.00077","0.9356","0.57645","0.34150","0.00382","0.9221","0.41286","0.45873","-0.04452","0.9878","0.58693","0.45795","-0.03718","0.9423","0.42452","0.55766","-0.07604","0.9322","0.57969","0.55358","-0.06454","0.9830","0.42073","0.57402","-0.08105","0.9126","0.58273","0.57347","-0.07374","0.9396","0.41499","0.56844","-0.08271","0.9585","0.58907","0.56750","-0.07421","0.9456","0.43019","0.57002","-0.07825","0.9095","0.57157","0.56988","-0.06701","0.9639","0.45550","0.56844","-0.00043","0.9330","0.54825","0.57007","0.00699","0.9284","0.45162","0.71928","-0.02476","0.9586","0.54877","0.71964","-0.01746","0.9317","0.45419","0.92064","0.00088","0.9931","0.54407","0.92196","0.00847","0.9507","0.45493","0.94065","0.01787","0.9913","0.54473","0.94224","0.02121","0.9332","0.45534","0.94730","-0.01998","0.9439","0.54826","0.94858","-0.01649","0.9465"
"527","17.5667","0.50244","0.20965","0.00426","0.9557","0.48587","0.20131","0.00145","0.9562","0.47753","0.19809","0.00244","0.9768","0.46937","0.20320","-0.00031","0.9397","0.51544","0.19921","0.00934","0.9756","0.52716","0.19891","0.00943","0.9529","0.53037","0.20233","0.00648","0.9549","0.46477","0.21058","0.01186","0.9791","0.54077","0.21003","0.01839","0.9301","0.49351","0.23514","0.00314","0.9481","0.51293","0.23804","0.00633","0.9450","0.42543","0.33586","-0.00186","0.9293","0.57682","0.33351","0.00469","0.9428","0.41448","0.45644","-0.04265","0.9438","0.58716","0.45151","-0.03766","0.9170","0.42383","0.55276","-0.06932","0.9439","0.57520","0.55198","-0.06331","0.9428","0.41867","0.57212","-0.07422","0.9784","0.58139","0.57436","-0.06929","0.9234","0.41535","0.56832","-0.07458","0.9638","0.58822","0.56613","-0.06504","0.9112","0.43066","0.56658","-0.07117","0.9404","0.57214","0.56778","-0.06058","0.9611","0.45712","0.56084","-0.00177","0.9787","0.54757","0.56149","0.00394","0.9764","0.45153","0.72211","-0.02280","0.9485","0.54576","0.71771","-0.01504","0.9647","0.45408","0.92090","0.00432","0.9499","0.54884","0.92046","0.01056","0.9427","0.45240","0.94092","0.01889","0.9825","0.54611","0.93936","0.02370","0.9472","0.45647","0.95187","-0.02603","0.9855","0.54760","0.95426","-0.01847","0.9219"
"528","17.6000","0.50289","0.20919","0.00522","0.9630","0.48412","0.20015","-0.00044","0.9470","0.47519","0.19840","0.00245","0.9794","0.47254","0.20314","-0.00178","0.9350","0.51692","0.20065","0.00903","0.9763","0.52548","0.19888","0.00768","0.9282","0.53172","0.20233","0.00565","0.9491","0.46560","0.21040","0.01140","0.9797","0.54129","0.20779","0.01851","0.9573","0.49296","0.23608","0.00377","0.9176","0.51305","0.23804","0.00471","0.9438","0.42650","0.33641","-0.00191","0.9405","0.57801","0.33441","0.00581","0.9566","0.41612","0.45264","-0.04100","0.9563","0.58716","0.45201","-0.03658","0.9366","0.42366","0.55235","-0.06886","0.9297","0.57288","0.55171","-0.06224","0.9405","0.41882","0.57228","-0.07648","0.9886","0.58288","0.57455","-0.06825","0.9161","0.41502","0.56791","-0.07361","0.9667","0.58682","0.56687","-0.06522","0.9004","0.43063","0.56578","-0.07002","0.9652","0.57282","0.56780","-0.06011","0.9848","0.45655","0.56091","-0.00307","0.9710","0.54828","0.55947","0.00192","0.9656","0.45172","0.72056","-0.02139","0.9349","0.54579","0.71823","-0.01481","0.9322","0.45464","0.91974","0.00267","0.9464","0.54940","0.92031","0.00887","0.9355","0.45244","0.94100","0.01820","0.9596","0.54625","0.93856","0.02386","0.9447","0.45653","0.95011","-0.02726","0.9566","0.54826","0.95437","-0.01633","0.9436"
"529","17.6333","0.49923","0.20490","0.00836","0.9820","0.48408","0.19353","0.00124","0.9581","0.47544","0.18908","0.00348","0.9655","0.47223","0.19317","0.00121","0.9712","0.51778","0.19864","0.00570","0.9516","0.52628","0.19348","0.01358","0.9505","0.53295","0.19523","0.01101","0.9557","0.46460","0.20461","0.01055","0.9771","0.53605","0.20448","0.01720","0.9485","0.49177","0.22940","0.00455","0.9581","0.51051","0.23101","0.00478","0.9445","0.42892","0.32377","0.00049","0.9277","0.57611","0.32586","0.01122","0.9328","0.41792","0.44734","-0.03881","0.9636","0.58599","0.44901","-0.03068","0.9653","0.42762","0.55136","-0.06483","0.9525","0.57528","0.54844","-0.05983","0.9296","0.41659","0.56801","-0.07070","0.9509","0.58383","0.57044","-0.06329","0.9329","0.41230","0.56609","-0.06975","0.9423","0.59104","0.56299","-0.06285","0.9831","0.42587","0.56249","-0.06293","0.9748","0.57099","0.56370","-0.05558","0.9182","0.45568","0.55227","-0.00234","0.9731","0.54947","0.55294","0.00391","0.9455","0.45448","0.71867","-0.01580","0.9478","0.54773","0.72074","-0.01189","0.9856","0.45467","0.92167","0.00218","0.9802","0.54638","0.92069","0.00819","0.9366","0.45389","0.94211","0.01603","0.9246","0.54739","0.94281","0.02666","0.9607","0.45812","0.95160","-0.02123","0.9776","0.54947","0.94874","-0.01666","0.9218"
"530","17.6667","0.50410","0.19796","0.00819","0.9367","0.48454","0.19021","0.00417","0.9715","0.47939","0.18742","0.00398","0.9871","0.47171","0.18893","0.00460","0.9440","0.51891","0.18712","0.01038","0.9359","0.52525","0.18370","0.00979","0.9342","0.52960","0.18938","0.00772","0.9332","0.46275","0.19945","0.01304","0.9668","0.53970","0.19557","0.01922","0.9393","0.48972","0.22448","0.00747","0.9598","0.51257","0.22565","0.00547","0.9712","0.42616","0.32020","0.00172","0.9518","0.57340","0.31794","0.01128","0.9405","0.41706","0.44504","-0.03120","0.9574","0.58509","0.44468","-0.02578","0.9330","0.42675","0.54761","-0.06104","0.9588","0.57904","0.55143","-0.05103","0.9450","0.41745","0.57105","-0.06522","0.9444","0.58403","0.56896","-0.05518","0.9619","0.41475","0.55951","-0.06318","0.9902","0.58980","0.56559","-0.05497","0.9333","0.42933","0.56251","-0.05852","0.9363","0.56976","0.55964","-0.05208","0.9950","0.45760","0.54394","-0.00322","0.9573","0.54638","0.54216","0.00312","0.9471","0.45529","0.71954","-0.01523","0.9746","0.54761","0.72058","-0.00738","0.9240","0.45599","0.92309","0.00021","0.9466","0.54778","0.92100","0.00532","0.9450","0.45651","0.93935","0.01374","0.9305","0.54873","0.94115","0.01953","0.9690","0.45831","0.95113","-0.02381","0.9222","0.54404","0.95149","-0.01899","0.9287"
"531","17.7000","0.49959","0.19395","0.00866","0.9431","0.48285","0.18202","0.00248","0.9514","0.47740","0.18334","0.00252","0.9702","0.47256","0.18374","0.00388","0.9686","0.51977","0.18332","0.01226","0.9411","0.52281","0.18063","0.01024","0.9596","0.52853","0.18143","0.01120","0.9387","0.46770","0.19296","0.01581","0.9575","0.53646","0.19006","0.02393","0.9186","0.49347","0.21916","0.01154","0.9849","0.50996","0.21663","0.00930","0.9936","0.42224","0.31261","0.00184","0.9457","0.57488","0.31488","0.00863","0.9041","0.41753","0.43819","-0.03037","0.9950","0.58567","0.44087","-0.02405","0.9095","0.42659","0.54476","-0.05363","0.9674","0.57650","0.54902","-0.04849","0.9218","0.41998","0.56595","-0.05877","0.9774","0.58241","0.56610","-0.05337","0.9682","0.41257","0.56211","-0.06165","0.9674","0.58631","0.55978","-0.05422","0.9615","0.42744","0.56035","-0.05516","0.9431","0.57541","0.56141","-0.05074","0.9271","0.45363","0.53665","-0.00144","0.9864","0.54473","0.53655","0.00617","0.9664","0.45566","0.71992","-0.01221","0.9696","0.54468","0.72275","-0.00351","0.9621","0.45685","0.92373","0.00200","0.9352","0.54594","0.92133","0.00714","0.9195","0.45542","0.94223","0.01639","0.9407","0.54278","0.93893","0.02494","0.9415","0.45439","0.94769","-0.02296","0.9431","0.54853","0.95090","-0.01485","0.9742"
"532","17.7333","0.50099","0.18628","0.00999","0.9627","0.48397","0.17584","0.00797","0.9743","0.47945","0.17610","0.00420","0.9655","0.47218","0.17961","0.00678","0.9387","0.51699","0.17853","0.01029","0.9278","0.52190","0.17666","0.01246","0.9496","0.53036","0.18047","0.01118","0.9296","0.46353","0.19008","0.01667","0.9652","0.53614","0.18991","0.01876","0.9456","0.49144","0.21645","0.01033","0.9217","0.51144","0.21219","0.00942","0.9429","0.42707","0.30849","0.00451","0.9792","0.57696","0.30387","0.00998","0.9213","0.41543","0.43718","-0.02655","0.9633","0.58435","0.43475","-0.02300","0.9463","0.42493","0.54294","-0.04927","0.9217","0.57715","0.54477","-0.04474","0.9296","0.41433","0.55746","-0.05527","0.9900","0.58324","0.56554","-0.04745","0.9669","0.41787","0.56010","-0.05393","0.9950","0.58996","0.55960","-0.04542","0.9792","0.42836","0.55896","-0.05172","0.9471","0.56839","0.55959","-0.04376","0.9591","0.45471","0.52950","-0.00406","0.9734","0.54449","0.52778","0.00249","0.9068","0.45732","0.71814","-0.00884","0.9585","0.54667","0.71692","-0.00094","0.9405","0.45462","0.92241","-0.00017","0.9832","0.54606","0.92007","0.00986","0.9687","0.45432","0.93799","0.01702","0.9699","0.54826","0.94156","0.02130","0.9394","0.45041","0.95093","-0.02370","0.9950","0.54332","0.95474","-0.01731","0.9627"
"533","17.7667","0.49850","0.18851","0.00814","0.9665","0.48587","0.17717","0.00752","0.9583","0.47970","0.17828","0.00398","0.9588","0.47099","0.18011","0.00558","0.9440","0.51797","0.17614","0.01097","0.9466","0.52440","0.17545","0.01293","0.9380","0.53024","0.17975","0.01205","0.9205","0.46543","0.19032","0.01660","0.9571","0.53803","0.18940","0.01879","0.9469","0.48960","0.21579","0.00935","0.9064","0.51386","0.21379","0.00871","0.9581","0.42541","0.30796","0.00530","0.9753","0.57595","0.30683","0.01254","0.9285","0.41594","0.43808","-0.02744","0.9305","0.58337","0.43739","-0.02087","0.9161","0.42237","0.54367","-0.04982","0.9305","0.57665","0.54091","-0.04499","0.9589","0.41538","0.55629","-0.05393","0.9905","0.58345","0.56299","-0.04605","0.9370","0.41684","0.56011","-0.05390","0.9827","0.58941","0.55831","-0.04690","0.9682","0.42848","0.55718","-0.05047","0.9632","0.56853","0.55822","-0.04335","0.9653","0.45254","0.52855","-0.00209","0.9566","0.54688","0.52858","0.00421","0.9220","0.45623","0.71778","-0.01004","0.9498","0.54564","0.71723","-0.00092","0.9332","0.45457","0.92086","0.00214","0.9631","0.54594","0.91909","0.00797","0.9351","0.45384","0.93664","0.01500","0.9950","0.54841","0.94099","0.02159","0.9428","0.45115","0.95153","-0.02483","0.9950","0.54315","0.95551","-0.01596","0.9371"
"534","17.8000","0.50018","0.18801","0.00951","0.9615","0.48311","0.17830","0.00364","0.9566","0.47570","0.17229","0.00435","0.9461","0.47095","0.17383","0.00723","0.9667","0.52107","0.17334","0.01137","0.9234","0.52237","0.17339","0.01487","0.9539","0.52980","0.17538","0.01645","0.9642","0.46599","0.18549","0.01773","0.9317","0.53344","0.18254","0.02115","0.9460","0.49302","0.20753","0.00905","0.9680","0.51306","0.21045","0.01100","0.9454","0.42170","0.30141","0.00218","0.9912","0.57518","0.30249","0.01089","0.8956","0.41687","0.43337","-0.02535","0.9277","0.58704","0.43391","-0.01825","0.9810","0.42493","0.53907","-0.04761","0.9896","0.57804","0.54344","-0.03941","0.9474","0.41435","0.55985","-0.05499","0.9476","0.58540","0.56094","-0.04611","0.9393","0.41419","0.55507","-0.05362","0.9413","0.58582","0.55850","-0.04217","0.9708","0.42627","0.55670","-0.04818","0.9812","0.57134","0.55858","-0.03926","0.9374","0.45584","0.52814","-0.00619","0.9756","0.54666","0.52701","0.00295","0.9359","0.45502","0.72425","-0.00923","0.9194","0.54665","0.71458","0.00016","0.9121","0.45722","0.91800","0.00117","0.9407","0.54523","0.91982","0.00711","0.9447","0.45489","0.94117","0.01801","0.9703","0.54584","0.93998","0.02250","0.9481","0.45364","0.94918","-0.02222","0.9314","0.54582","0.94928","-0.01671","0.9508"
"535","17.8333","0.50244","0.18242","0.01346","0.9651","0.48288","0.17400","0.00365","0.9547","0.47837","0.16929","0.00591","0.9596","0.46902","0.17089","0.00650","0.9784","0.51771","0.17423","0.01322","0.9341","0.52318","0.17249","0.01002","0.9282","0.53016","0.17385","0.01113","0.9731","0.46350","0.18193","0.01630","0.9546","0.53606","0.18738","0.02364","0.9419","0.48905","0.20382","0.01089","0.9692","0.50914","0.21000","0.00838","0.9429","0.42371","0.30250","0.00744","0.9870","0.57545","0.30251","0.01146","0.9361","0.41714","0.43172","-0.02435","0.9408","0.58609","0.43118","-0.01470","0.9640","0.42450","0.54204","-0.04797","0.9703","0.57677","0.53808","-0.03795","0.9466","0.41584","0.56155","-0.05328","0.9507","0.58216","0.56096","-0.04161","0.9476","0.40946","0.55380","-0.05145","0.9416","0.58786","0.55568","-0.04673","0.9393","0.42932","0.55691","-0.04420","0.9384","0.57153","0.55358","-0.03779","0.9231","0.45137","0.52222","-0.00178","0.9476","0.54600","0.52182","0.00348","0.9244","0.45844","0.71917","-0.00527","0.9611","0.54760","0.72147","-0.00281","0.9539","0.45371","0.92100","0.00135","0.9533","0.54927","0.92156","0.01021","0.9396","0.45391","0.94154","0.01722","0.9440","0.54574","0.94142","0.02471","0.9239","0.45569","0.94925","-0.02345","0.9756","0.54856","0.94977","-0.01481","0.9445"
"536","17.8667","0.49915","0.18303","0.00965","0.9753","0.47925","0.17028","0.00962","0.9472","0.47820","0.16863","0.00891","0.9950","0.47488","0.16980","0.00638","0.9704","0.51610","0.17189","0.01147","0.9248","0.52159","0.16588","0.01288","0.9478","0.52953","0.17427","0.01270","0.9671","0.46571","0.18059","0.01369","0.9945","0.53874","0.18066","0.02275","0.9679","0.48849","0.20703","0.00989","0.9800","0.50869","0.20785","0.00932","0.9676","0.42477","0.30004","0.00203","0.9501","0.57654","0.29865","0.01465","0.9451","0.41739","0.43041","-0.02298","0.9409","0.58650","0.42804","-0.01556","0.9088","0.42734","0.54222","-0.04522","0.9500","0.57824","0.54311","-0.03844","0.9338","0.41627","0.55964","-0.04975","0.9475","0.58154","0.56203","-0.04097","0.9457","0.41231","0.55526","-0.04994","0.9352","0.58894","0.55709","-0.04287","0.9460","0.43016","0.55370","-0.04114","0.9672","0.57419","0.55452","-0.03752","0.9516","0.45637","0.51874","-0.00308","0.9314","0.54610","0.52063","0.00381","0.9519","0.45528","0.71740","-0.00279","0.9505","0.54641","0.71798","0.00490","0.9233","0.45556","0.91728","0.00179","0.9809","0.54732","0.91731","0.00756","0.9395","0.45522","0.93682","0.01758","0.9622","0.54335","0.93969","0.02396","0.9398","0.45673","0.95410","-0.02160","0.9791","0.54665","0.95190","-0.01977","0.9446"
